date,city,confirm,cure,dead,province,suspect
2020-02-03,合肥,75,5,0,安徽,0
2020-02-03,阜阳,65,0,0,安徽,0
2020-02-03,安庆,47,0,0,安徽,0
2020-02-03,亳州,39,2,0,安徽,0
2020-02-03,蚌埠,37,0,0,安徽,0
2020-02-03,马鞍山,28,1,0,安徽,0
2020-02-03,宿州,21,0,0,安徽,0
2020-02-03,六安,20,1,0,安徽,0
2020-02-03,铜陵,18,1,0,安徽,0
2020-02-03,芜湖,16,1,0,安徽,0
2020-02-03,黄山,9,0,0,安徽,0
2020-02-03,滁州,8,1,0,安徽,0
2020-02-03,淮北,8,0,0,安徽,0
2020-02-03,淮南,7,0,0,安徽,0
2020-02-03,池州,6,1,0,安徽,0
2020-02-03,宣城,4,1,0,安徽,0
2020-02-03,信阳,99,6,0,河南,0
2020-02-03,南阳,84,1,2,河南,0
2020-02-03,郑州,72,6,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳,29,0,0,河南,0
2020-02-03,新乡,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,青岛,26,1,0,山东,0
2020-02-03,烟台,26,0,0,山东,0
2020-02-03,威海,25,2,0,山东,0
2020-02-03,临沂,25,1,0,山东,0
2020-02-03,济南,22,0,0,山东,0
2020-02-03,德州,19,1,0,山东,0
2020-02-03,济宁,18,1,0,山东,0
2020-02-03,枣庄,16,0,0,山东,0
2020-02-03,日照,14,0,0,山东,0
2020-02-03,潍坊,13,0,0,山东,0
2020-02-03,淄博,12,0,0,山东,0
2020-02-03,泰安,12,1,0,山东,0
2020-02-03,滨州,11,0,0,山东,0
2020-02-03,聊城,10,0,0,山东,0
2020-02-03,菏泽,10,0,0,山东,0
2020-02-03,信阳,99,6,0,河南,0
2020-02-03,南阳,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳,29,0,0,河南,0
2020-02-03,新乡,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,三亚,18,4,0,海南,0
2020-02-03,海口,13,0,0,海南,0
2020-02-03,万宁,9,0,0,海南,0
2020-02-03,儋州,7,0,0,海南,0
2020-02-03,琼海,6,0,0,海南,0
2020-02-03,陵水,5,0,0,海南,0
2020-02-03,临高,4,0,0,海南,0
2020-02-03,昌江,3,0,0,海南,0
2020-02-03,澄迈,2,0,1,海南,0
2020-02-03,东方,1,0,0,海南,0
2020-02-03,琼中,1,0,0,海南,0
2020-02-03,定安,1,0,0,海南,0
2020-02-03,乐东,1,0,0,海南,0
2020-02-03,文昌,1,0,0,海南,0
2020-02-03,三亚,18,4,0,海南,0
2020-02-03,海口,13,0,0,海南,0
2020-02-03,万宁,9,0,0,海南,0
2020-02-03,儋州,7,0,0,海南,0
2020-02-03,琼海,6,0,0,海南,0
2020-02-03,陵水,5,0,0,海南,0
2020-02-03,临高,4,0,0,海南,0
2020-02-03,昌江,3,0,0,海南,0
2020-02-03,澄迈,2,0,1,海南,0
2020-02-03,东方,1,0,0,海南,0
2020-02-03,琼中,1,0,0,海南,0
2020-02-03,定安,1,0,0,海南,0
2020-02-03,乐东,1,0,0,海南,0
2020-02-03,文昌,1,0,0,海南,0
2020-02-03,沈阳,15,0,0,辽宁,0
2020-02-03,大连,12,1,0,辽宁,0
2020-02-03,盘锦,8,0,0,辽宁,0
2020-02-03,锦州,7,0,0,辽宁,0
2020-02-03,朝阳,6,0,0,辽宁,0
2020-02-03,丹东,6,0,0,辽宁,0
2020-02-03,葫芦岛,5,0,0,辽宁,0
2020-02-03,阜新,5,0,0,辽宁,0
2020-02-03,本溪,3,0,0,辽宁,0
2020-02-03,铁岭,3,0,0,辽宁,0
2020-02-03,辽阳,2,0,0,辽宁,0
2020-02-03,营口,1,0,0,辽宁,0
2020-02-03,鞍山,1,0,0,辽宁,0
2020-02-03,沈阳,15,0,0,辽宁,0
2020-02-03,大连,12,1,0,辽宁,0
2020-02-03,盘锦,8,0,0,辽宁,0
2020-02-03,锦州,7,0,0,辽宁,0
2020-02-03,朝阳,6,0,0,辽宁,0
2020-02-03,丹东,6,0,0,辽宁,0
2020-02-03,葫芦岛,5,0,0,辽宁,0
2020-02-03,阜新,5,0,0,辽宁,0
2020-02-03,本溪,3,0,0,辽宁,0
2020-02-03,铁岭,3,0,0,辽宁,0
2020-02-03,辽阳,2,0,0,辽宁,0
2020-02-03,营口,1,0,0,辽宁,0
2020-02-03,鞍山,1,0,0,辽宁,0
2020-02-03,宝坻区,11,0,0,天津,0
2020-02-03,河北区,9,0,0,天津,0
2020-02-03,河东区,9,0,0,天津,0
2020-02-03,外地来津人员,6,0,0,天津,0
2020-02-03,和平区,5,0,0,天津,0
2020-02-03,宁河区,4,0,0,天津,0
2020-02-03,河西区,3,0,0,天津,0
2020-02-03,东丽区,3,0,0,天津,0
2020-02-03,南开区,3,0,0,天津,0
2020-02-03,西青区,3,0,0,天津,0
2020-02-03,滨海新区,2,0,0,天津,0
2020-02-03,红桥区,2,1,0,天津,0
2020-02-03,武汉,5142,228,265,湖北,0
2020-02-03,黄冈,1246,32,17,湖北,0
2020-02-03,孝感,918,2,14,湖北,0
2020-02-03,襄阳,548,1,0,湖北,0
2020-02-03,荆州,499,6,6,湖北,0
2020-02-03,随州,458,3,5,湖北,0
2020-02-03,宜昌,392,2,1,湖北,0
2020-02-03,荆门,345,6,11,湖北,0
2020-02-03,黄石,334,8,2,湖北,0
2020-02-03,鄂州,306,2,15,湖北,0
2020-02-03,咸宁,296,1,0,湖北,0
2020-02-03,十堰,256,2,0,湖北,0
2020-02-03,仙桃,169,0,3,湖北,0
2020-02-03,天门,115,0,10,湖北,0
2020-02-03,恩施州,111,5,0,湖北,0
2020-02-03,潜江,35,0,1,湖北,0
2020-02-03,神农架林区,7,2,0,湖北,0
2020-02-03,温州,291,17,0,浙江,0
2020-02-03,杭州,118,2,0,浙江,0
2020-02-03,台州,109,11,0,浙江,0
2020-02-03,宁波,75,1,0,浙江,0
2020-02-03,金华,36,6,0,浙江,0
2020-02-03,绍兴,30,2,0,浙江,0
2020-02-03,嘉兴,19,0,0,浙江,0
2020-02-03,丽水,16,1,0,浙江,0
2020-02-03,衢州,14,0,0,浙江,0
2020-02-03,湖州,9,1,0,浙江,0
2020-02-03,舟山,7,2,0,浙江,0
2020-02-03,温州,291,17,0,浙江,0
2020-02-03,杭州,118,2,0,浙江,0
2020-02-03,台州,109,11,0,浙江,0
2020-02-03,宁波,75,1,0,浙江,0
2020-02-03,金华,36,6,0,浙江,0
2020-02-03,绍兴,30,2,0,浙江,0
2020-02-03,嘉兴,19,0,0,浙江,0
2020-02-03,丽水,16,1,0,浙江,0
2020-02-03,衢州,14,0,0,浙江,0
2020-02-03,湖州,9,1,0,浙江,0
2020-02-03,舟山,7,2,0,浙江,0
2020-02-03,武汉,5142,228,265,湖北,0
2020-02-03,黄冈,1246,32,17,湖北,0
2020-02-03,孝感,918,2,14,湖北,0
2020-02-03,襄阳,548,1,0,湖北,0
2020-02-03,荆州,499,6,6,湖北,0
2020-02-03,随州,458,3,5,湖北,0
2020-02-03,宜昌,392,1,1,湖北,0
2020-02-03,荆门,345,6,11,湖北,0
2020-02-03,黄石,334,8,2,湖北,0
2020-02-03,鄂州,306,2,15,湖北,0
2020-02-03,咸宁,296,1,0,湖北,0
2020-02-03,十堰,256,2,0,湖北,0
2020-02-03,仙桃,169,0,3,湖北,0
2020-02-03,天门,115,0,10,湖北,0
2020-02-03,恩施州,111,5,0,湖北,0
2020-02-03,潜江,35,0,1,湖北,0
2020-02-03,神农架林区,7,2,0,湖北,0
2020-02-03,武汉,5142,228,265,湖北,0
2020-02-03,黄冈,1246,32,17,湖北,0
2020-02-03,孝感,918,2,14,湖北,0
2020-02-03,襄阳,548,0,0,湖北,0
2020-02-03,荆州,499,6,6,湖北,0
2020-02-03,随州,458,3,5,湖北,0
2020-02-03,宜昌,392,1,1,湖北,0
2020-02-03,荆门,345,6,11,湖北,0
2020-02-03,黄石,334,8,2,湖北,0
2020-02-03,鄂州,306,2,15,湖北,0
2020-02-03,咸宁,296,1,0,湖北,0
2020-02-03,十堰,256,2,0,湖北,0
2020-02-03,仙桃,169,0,3,湖北,0
2020-02-03,天门,115,0,10,湖北,0
2020-02-03,恩施州,111,5,0,湖北,0
2020-02-03,潜江,35,0,1,湖北,0
2020-02-03,神农架林区,7,2,0,湖北,0
2020-02-03,温州,291,15,0,浙江,0
2020-02-03,杭州,118,2,0,浙江,0
2020-02-03,台州,109,11,0,浙江,0
2020-02-03,宁波,75,1,0,浙江,0
2020-02-03,金华,36,6,0,浙江,0
2020-02-03,绍兴,30,2,0,浙江,0
2020-02-03,嘉兴,19,0,0,浙江,0
2020-02-03,丽水,16,1,0,浙江,0
2020-02-03,衢州,14,0,0,浙江,0
2020-02-03,湖州,9,0,0,浙江,0
2020-02-03,舟山,7,2,0,浙江,0
2020-02-03,信阳,99,6,0,河南,0
2020-02-03,南阳,84,1,2,河南,0
2020-02-03,郑州,72,4,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳,29,0,0,河南,0
2020-02-03,新乡,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,信阳,99,6,0,河南,0
2020-02-03,南阳,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳,29,0,0,河南,0
2020-02-03,新乡,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,深圳,245,10,0,广东,0
2020-02-03,广州,200,3,0,广东,0
2020-02-03,珠海,55,1,0,广东,0
2020-02-03,佛山,45,1,0,广东,0
2020-02-03,东莞,31,0,0,广东,0
2020-02-03,惠州,28,1,0,广东,0
2020-02-03,中山,25,0,0,广东,0
2020-02-03,汕头,18,0,0,广东,0
2020-02-03,湛江,14,1,0,广东,0
2020-02-03,阳江,10,0,0,广东,0
2020-02-03,肇庆,10,1,0,广东,0
2020-02-03,梅州,8,0,0,广东,0
2020-02-03,清远,7,2,0,广东,0
2020-02-03,揭阳,6,0,0,广东,0
2020-02-03,韶关,5,1,0,广东,0
2020-02-03,汕尾,5,0,0,广东,0
2020-02-03,茂名,4,0,0,广东,0
2020-02-03,江门,4,0,0,广东,0
2020-02-03,潮州,4,0,0,广东,0
2020-02-03,河源,1,0,0,广东,0
2020-02-03,深圳,245,10,0,广东,0
2020-02-03,广州,200,3,0,广东,0
2020-02-03,珠海,55,1,0,广东,0
2020-02-03,佛山,45,1,0,广东,0
2020-02-03,东莞,31,0,0,广东,0
2020-02-03,惠州,28,1,0,广东,0
2020-02-03,中山,25,0,0,广东,0
2020-02-03,汕头,18,0,0,广东,0
2020-02-03,湛江,14,1,0,广东,0
2020-02-03,阳江,10,0,0,广东,0
2020-02-03,肇庆,10,1,0,广东,0
2020-02-03,梅州,8,0,0,广东,0
2020-02-03,清远,7,2,0,广东,0
2020-02-03,揭阳,6,0,0,广东,0
2020-02-03,韶关,5,1,0,广东,0
2020-02-03,汕尾,5,0,0,广东,0
2020-02-03,茂名,4,0,0,广东,0
2020-02-03,江门,4,0,0,广东,0
2020-02-03,潮州,4,0,0,广东,0
2020-02-03,河源,1,0,0,广东,0
2020-02-03,昆明,32,0,0,云南,0
2020-02-03,西双版纳,13,1,0,云南,0
2020-02-03,玉溪,12,1,0,云南,0
2020-02-03,保山,8,0,0,云南,0
2020-02-03,昭通,8,0,0,云南,0
2020-02-03,丽江,7,0,0,云南,0
2020-02-03,大理,7,1,0,云南,0
2020-02-03,曲靖,6,1,0,云南,0
2020-02-03,红河,5,1,0,云南,0
2020-02-03,待明确地区,5,0,0,云南,0
2020-02-03,普洱,4,0,0,云南,0
2020-02-03,德宏,4,0,0,云南,0
2020-02-03,楚雄,2,0,0,云南,0
2020-02-03,临沧,1,0,0,云南,0
2020-02-03,昆明,32,0,0,云南,0
2020-02-03,西双版纳,13,1,0,云南,0
2020-02-03,玉溪,12,1,0,云南,0
2020-02-03,保山,8,0,0,云南,0
2020-02-03,昭通,8,0,0,云南,0
2020-02-03,丽江,7,0,0,云南,0
2020-02-03,大理,7,1,0,云南,0
2020-02-03,曲靖,6,1,0,云南,0
2020-02-03,红河,5,1,0,云南,0
2020-02-03,待明确地区,5,1,0,云南,0
2020-02-03,普洱,4,0,0,云南,0
2020-02-03,德宏,4,0,0,云南,0
2020-02-03,楚雄,2,0,0,云南,0
2020-02-03,临沧,1,0,0,云南,0
2020-02-03,北海,26,0,0,广西,0
2020-02-03,桂林,24,4,0,广西,0
2020-02-03,南宁,22,0,0,广西,0
2020-02-03,柳州,14,0,0,广西,0
2020-02-03,防城港,9,1,0,广西,0
2020-02-03,玉林,8,0,0,广西,0
2020-02-03,河池,6,0,0,广西,0
2020-02-03,梧州,5,2,0,广西,0
2020-02-03,贵港,5,0,0,广西,0
2020-02-03,贺州,4,0,0,广西,0
2020-02-03,百色,2,0,0,广西,0
2020-02-03,钦州,2,0,0,广西,0
2020-02-03,北海,26,0,0,广西,0
2020-02-03,桂林,24,4,0,广西,0
2020-02-03,南宁,22,0,0,广西,0
2020-02-03,柳州,14,0,0,广西,0
2020-02-03,防城港,9,1,0,广西,0
2020-02-03,玉林,8,0,0,广西,0
2020-02-03,河池,6,0,0,广西,0
2020-02-03,梧州,5,1,0,广西,0
2020-02-03,贵港,5,0,0,广西,0
2020-02-03,贺州,4,0,0,广西,0
2020-02-03,百色,2,0,0,广西,0
2020-02-03,钦州,2,0,0,广西,0
2020-02-03,信阳,99,4,0,河南,0
2020-02-03,南阳,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳,29,0,0,河南,0
2020-02-03,新乡,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,信阳,99,4,0,河南,0
2020-02-03,南阳（含邓州）,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘（含永城）,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳（含滑县）,29,0,0,河南,0
2020-02-03,新乡（含长垣）,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,信阳,99,4,0,河南,0
2020-02-03,南阳（含邓州）,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,商丘（含永城）,50,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,安阳（含滑县）,29,0,0,河南,0
2020-02-03,新乡（含长垣）,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,信阳,99,4,0,河南,0
2020-02-03,南阳（含邓州）,84,1,2,河南,0
2020-02-03,郑州,72,2,0,河南,0
2020-02-03,驻马店,58,0,0,河南,0
2020-02-03,周口,47,1,0,河南,0
2020-02-03,商丘,42,0,0,河南,0
2020-02-03,安阳,28,0,0,河南,0
2020-02-03,新乡（含长垣）,27,0,0,河南,0
2020-02-03,漯河,20,0,0,河南,0
2020-02-03,平顶山,19,0,0,河南,0
2020-02-03,许昌,15,0,0,河南,0
2020-02-03,邓州,14,0,0,河南,0
2020-02-03,开封,11,0,0,河南,0
2020-02-03,鹤壁,8,0,0,河南,0
2020-02-03,焦作,8,0,0,河南,0
2020-02-03,永城,8,0,0,河南,0
2020-02-03,洛阳,7,0,0,河南,0
2020-02-03,三门峡,7,0,0,河南,0
2020-02-03,濮阳,3,0,0,河南,0
2020-02-03,长垣,2,0,0,河南,0
2020-02-03,济源,2,0,0,河南,0
2020-02-03,滑县,1,0,0,河南,0
2020-02-03,福州,47,0,0,福建,0
2020-02-03,莆田,34,1,0,福建,0
2020-02-03,泉州,31,0,0,福建,0
2020-02-03,厦门,19,0,0,福建,0
2020-02-03,漳州,13,0,0,福建,0
2020-02-03,宁德,12,0,0,福建,0
2020-02-03,三明,11,0,0,福建,0
2020-02-03,南平,11,0,0,福建,0
2020-02-03,龙岩,1,0,0,福建,0
2020-02-03,成都,77,10,1,四川,0
2020-02-03,南充,26,0,0,四川,0
2020-02-03,广安,21,1,0,四川,0
2020-02-03,绵阳,17,1,0,四川,0
2020-02-03,内江,12,0,0,四川,0
2020-02-03,巴中,12,0,0,四川,0
2020-02-03,达州,11,1,0,四川,0
2020-02-03,德阳,10,0,0,四川,0
2020-02-03,攀枝花,10,0,0,四川,0
2020-02-03,自贡,9,0,0,四川,0
2020-02-03,泸州,7,0,0,四川,0
2020-02-03,宜宾,7,0,0,四川,0
2020-02-03,甘孜州,6,0,0,四川,0
2020-02-03,凉山州,6,0,0,四川,0
2020-02-03,遂宁,5,0,0,四川,0
2020-02-03,雅安,5,0,0,四川,0
2020-02-03,广元,5,0,0,四川,0
2020-02-03,眉山,3,0,0,四川,0
2020-02-03,乐山,2,0,0,四川,0
2020-02-03,资阳,2,0,0,四川,0
2020-02-03,阿坝州,1,0,0,四川,0
2020-02-03,苏州,44,3,0,江苏,0
2020-02-03,南京,40,2,0,江苏,0
2020-02-03,徐州,36,0,0,江苏,0
2020-02-03,无锡,23,1,0,江苏,0
2020-02-03,泰州,21,0,0,江苏,0
2020-02-03,南通,19,0,0,江苏,0
2020-02-03,淮安,18,1,0,江苏,0
2020-02-03,常州,15,0,0,江苏,0
2020-02-03,盐城,15,0,0,江苏,0
2020-02-03,连云港,14,1,0,江苏,0
2020-02-03,扬州,14,0,0,江苏,0
2020-02-03,宿迁,9,0,0,江苏,0
2020-02-03,镇江,3,0,0,江苏,0
2020-02-03,苏州,44,3,0,江苏,0
2020-02-03,南京,40,2,0,江苏,0
2020-02-03,徐州,36,0,0,江苏,0
2020-02-03,无锡,23,1,0,江苏,0
2020-02-03,泰州,21,0,0,江苏,0
2020-02-03,南通,19,0,0,江苏,0
2020-02-03,淮安,18,1,0,江苏,0
2020-02-03,常州,15,0,0,江苏,0
2020-02-03,盐城,15,0,0,江苏,0
2020-02-03,连云港,14,1,0,江苏,0
2020-02-03,扬州,14,0,0,江苏,0
2020-02-03,宿迁,9,0,0,江苏,0
2020-02-03,镇江,3,0,0,江苏,0
2020-02-03,长沙,125,2,0,湖南,0
2020-02-03,岳阳,70,0,0,湖南,0
2020-02-03,邵阳,51,1,0,湖南,0
2020-02-03,常德,45,0,0,湖南,0
2020-02-03,娄底,35,2,0,湖南,0
2020-02-03,怀化,32,1,0,湖南,0
2020-02-03,衡阳,32,4,0,湖南,0
2020-02-03,益阳,30,1,0,湖南,0
2020-02-03,株洲,26,1,0,湖南,0
2020-02-03,永州,26,5,0,湖南,0
2020-02-03,郴州,21,1,0,湖南,0
2020-02-03,湘潭,19,3,0,湖南,0
2020-02-03,湘西自治州,6,1,0,湖南,0
2020-02-03,张家界,3,0,0,湖南,0
2020-02-03,长沙,125,2,0,湖南,0
2020-02-03,岳阳,70,0,0,湖南,0
2020-02-03,邵阳,51,1,0,湖南,0
2020-02-03,常德,45,0,0,湖南,0
2020-02-03,娄底,35,2,0,湖南,0
2020-02-03,怀化,32,1,0,湖南,0
2020-02-03,衡阳,32,4,0,湖南,0
2020-02-03,益阳,30,1,0,湖南,0
2020-02-03,株洲,26,1,0,湖南,0
2020-02-03,永州,26,5,0,湖南,0
2020-02-03,郴州,21,1,0,湖南,0
2020-02-03,湘潭,19,3,0,湖南,0
2020-02-03,湘西自治州,6,1,0,湖南,0
2020-02-03,张家界,3,0,0,湖南,0
2020-02-03,合肥,75,2,0,安徽,0
2020-02-03,阜阳,65,0,0,安徽,0
2020-02-03,安庆,47,0,0,安徽,0
2020-02-03,亳州,39,2,0,安徽,0
2020-02-03,蚌埠,37,0,0,安徽,0
2020-02-03,马鞍山,28,1,0,安徽,0
2020-02-03,宿州,21,0,0,安徽,0
2020-02-03,六安,20,1,0,安徽,0
2020-02-03,铜陵,18,1,0,安徽,0
2020-02-03,芜湖,16,1,0,安徽,0
2020-02-03,黄山,9,0,0,安徽,0
2020-02-03,滁州,8,1,0,安徽,0
2020-02-03,淮北,8,0,0,安徽,0
2020-02-03,淮南,7,0,0,安徽,0
2020-02-03,池州,6,1,0,安徽,0
2020-02-03,宣城,4,1,0,安徽,0
2020-02-03,海淀区,42,0,0,北京,0
2020-02-03,朝阳区,31,0,0,北京,0
2020-02-03,大兴区,28,2,0,北京,0
2020-02-03,西城区,26,0,0,北京,0
2020-02-03,外地来京人员,19,2,0,北京,0
2020-02-03,丰台区,17,0,0,北京,0
2020-02-03,通州区,13,0,0,北京,0
2020-02-03,昌平区,13,0,0,北京,0
2020-02-03,石景山区,5,0,0,北京,0
2020-02-03,顺义区,5,0,0,北京,0
2020-02-03,房山区,4,0,0,北京,0
2020-02-03,门头沟区,3,0,0,北京,0
2020-02-03,怀柔区,3,0,0,北京,0
2020-02-03,东城区,2,0,0,北京,0
2020-02-03,延庆区,1,0,0,北京,0
2020-02-03,待明确地区,0,8,1,北京,0
2020-02-03,昆明,32,0,0,云南,0
2020-02-03,西双版纳,13,0,0,云南,0
2020-02-03,玉溪,12,0,0,云南,0
2020-02-03,保山,8,0,0,云南,0
2020-02-03,昭通,8,0,0,云南,0
2020-02-03,丽江,7,0,0,云南,0
2020-02-03,大理,7,1,0,云南,0
2020-02-03,曲靖,6,1,0,云南,0
2020-02-03,红河,5,1,0,云南,0
2020-02-03,待明确地区,5,1,0,云南,0
2020-02-03,普洱,4,0,0,云南,0
2020-02-03,德宏,4,0,0,云南,0
2020-02-03,楚雄,2,0,0,云南,0
2020-02-03,临沧,1,0,0,云南,0
2020-02-03,昆明,32,0,0,云南,0
2020-02-03,西双版纳,13,0,0,云南,0
2020-02-03,玉溪,12,0,0,云南,0
2020-02-03,保山,8,0,0,云南,0
2020-02-03,昭通,8,0,0,云南,0
2020-02-03,丽江,7,0,0,云南,0
2020-02-03,大理,7,1,0,云南,0
2020-02-03,曲靖,6,1,0,云南,0
2020-02-03,红河,5,1,0,云南,0
2020-02-03,待明确地区,5,1,0,云南,0
2020-02-03,普洱,4,0,0,云南,0
2020-02-03,德宏,4,0,0,云南,0
2020-02-03,楚雄,2,0,0,云南,0
2020-02-03,临沧,1,0,0,云南,0
2020-02-03,昆明,32,0,0,云南,0
2020-02-03,西双版纳,13,0,0,云南,0
2020-02-03,玉溪,12,0,0,云南,0
2020-02-03,保山,8,0,0,云南,0
2020-02-03,昭通,8,0,0,云南,0
2020-02-03,丽江,7,0,0,云南,0
2020-02-03,大理,7,1,0,云南,0
2020-02-03,曲靖,6,1,0,云南,0
2020-02-03,红河,5,1,0,云南,0
2020-02-03,普洱,4,0,0,云南,0
2020-02-03,德宏,4,0,0,云南,0
2020-02-03,楚雄,2,0,0,云南,0
2020-02-03,临沧,1,0,0,云南,0
2020-02-03,海淀区,42,0,0,北京,0
2020-02-03,朝阳区,31,0,0,北京,0
2020-02-03,大兴区,28,2,0,北京,0
2020-02-03,西城区,26,0,0,北京,0
2020-02-03,外地来京人员,19,2,0,北京,0
2020-02-03,丰台区,17,0,0,北京,0
2020-02-03,通州区,13,0,0,北京,0
2020-02-03,昌平区,13,0,0,北京,0
2020-02-03,石景山区,5,0,0,北京,0
2020-02-03,顺义区,5,0,0,北京,0
2020-02-03,房山区,4,0,0,北京,0
2020-02-03,门头沟区,3,0,0,北京,0
2020-02-03,怀柔区,3,0,0,北京,0
2020-02-03,东城区,2,0,0,北京,0
2020-02-03,延庆区,1,0,0,北京,0
2020-02-03,待明确地区,0,8,1,北京,0
2020-02-03,海淀区,42,0,0,北京,0
2020-02-03,朝阳区,31,0,0,北京,0
2020-02-03,大兴区,28,2,0,北京,0
2020-02-03,西城区,26,0,0,北京,0
2020-02-03,外地来京人员,19,2,0,北京,0
2020-02-03,丰台区,17,0,0,北京,0
2020-02-03,通州区,13,0,0,北京,0
2020-02-03,昌平区,13,0,0,北京,0
2020-02-03,石景山区,5,0,0,北京,0
2020-02-03,顺义区,5,0,0,北京,0
2020-02-03,房山区,4,0,0,北京,0
2020-02-03,门头沟区,3,0,0,北京,0
2020-02-03,怀柔区,3,0,0,北京,0
2020-02-03,东城区,2,0,0,北京,0
2020-02-03,延庆区,1,0,0,北京,0
2020-02-03,待明确地区,0,5,1,北京,0
2020-02-03,海淀区,42,0,0,北京,0
2020-02-03,朝阳区,31,0,0,北京,0
2020-02-03,大兴区,28,2,0,北京,0
2020-02-03,西城区,26,0,0,北京,0
2020-02-03,外地来京人员,19,2,0,北京,0
